idbestellungen;kunden_idkunden;DATUM;AUSGELIEFERT
2870;26325;2007-05-04;1
2875;25652;2007-04-06;1
2876;27870;2007-04-18;1
2877;26410;2007-07-03;0
2878;21493;2007-05-17;1
2879;24406;2007-04-16;1
2890;25456;2007-07-05;0
2891;24070;2007-04-04;1
2893;22699;2007-06-02;0
2895;25608;2007-05-03;1
2897;26793;2007-05-19;1
2899;26163;2007-06-11;0
2900;28434;2007-04-11;1
2901;26943;2007-04-07;1
2902;19682;2007-06-14;0
2908;24148;2007-06-22;0
2909;19952;2007-05-06;1
2913;21358;2007-05-29;0
2914;23644;2007-05-01;1
2917;19248;2007-04-17;1
2919;19514;2007-06-21;0
2921;21327;2007-07-06;0
2926;24777;2007-06-10;0
2927;22239;2007-05-22;0
2930;19252;2007-05-18;1
2933;23968;2007-06-14;0
2934;24610;2007-04-06;1
2936;18346;2007-06-27;0
2937;27995;2007-06-15;0
2938;18543;2007-06-20;0
2940;25844;2007-05-11;1
2941;24668;2007-07-03;0
2943;23183;2007-06-01;0
2944;26654;2007-05-08;1
2946;22416;2007-06-01;0
2948;27693;2007-05-04;1
2950;23428;2007-04-14;1
2953;18774;2007-05-16;1
2954;18446;2007-06-28;0
2956;20972;2007-05-16;1
2958;18868;2007-04-21;1
2961;20483;2007-06-23;0
2966;23775;2007-04-23;1
2968;25386;2007-05-24;0
2974;22307;2007-05-13;1
2979;26542;2007-07-03;0
2982;23183;2007-04-20;1
2983;26566;2007-06-01;0
2984;19237;2007-07-01;0
2986;21010;2007-06-11;0
2987;26624;2007-04-23;1
2994;26251;2007-04-11;1
2996;18919;2007-06-15;0
2997;23890;2007-05-18;1
2998;22483;2007-06-14;0
3000;18420;2007-06-25;0
3004;18777;2007-06-22;0
3005;20606;2007-06-09;0
3007;27123;2007-04-12;1
3008;25104;2007-04-05;1
3010;19791;2007-05-13;1
3012;25050;2007-04-22;1
3013;20963;2007-04-27;1
3015;27195;2007-05-09;1
3016;25938;2007-06-05;0
3018;19522;2007-06-27;0
3019;25876;2007-06-21;0
3020;19659;2007-05-06;1
3021;25788;2007-04-02;1
3026;22332;2007-06-28;0
3027;24288;2007-04-25;1
3030;21405;2007-04-15;1
3031;20702;2007-04-26;1
3033;26642;2007-06-18;0
3035;21022;2007-06-16;0
3036;24004;2007-04-20;1
3039;27268;2007-04-23;1
3041;22524;2007-06-01;0
3043;27399;2007-06-26;0
3044;26349;2007-05-20;1
3049;27694;2007-06-11;0
3053;25245;2007-07-02;0
3054;23601;2007-07-05;0
3055;21269;2007-06-24;0
3060;26912;2007-06-20;0
3061;19436;2007-06-22;0
3065;27727;2007-04-19;1
3066;20602;2007-04-23;1
3067;27045;2007-05-13;1
3073;20891;2007-06-05;0
3075;25772;2007-06-14;0
3076;24268;2007-06-22;0
3080;23048;2007-04-20;1
3082;24245;2007-04-11;1
3087;20973;2007-05-03;1
3093;24955;2007-05-23;0
3095;26216;2007-04-20;1
3097;22001;2007-07-09;0
3099;27259;2007-05-02;1
3104;24503;2007-05-23;0
3105;24290;2007-04-11;1
3109;26466;2007-04-23;1
3110;25639;2007-04-03;1
3112;26914;2007-04-26;1
3115;21382;2007-04-23;1
3116;23829;2007-06-12;0
3118;27909;2007-04-27;1
3121;28266;2007-06-29;0
3122;24003;2007-05-30;0
3123;25987;2007-07-04;0
3128;20534;2007-04-25;1
3140;27876;2007-05-25;0
3144;18491;2007-04-23;1
3145;21116;2007-05-19;1
3152;22729;2007-06-14;0
3156;19122;2007-05-07;1
3160;20528;2007-06-21;0
3162;20217;2007-06-11;0
3165;23372;2007-04-20;1
3166;24619;2007-04-22;1
3170;19814;2007-06-13;0
3176;23676;2007-06-09;0
3177;18790;2007-07-07;0
3180;27631;2007-06-23;0
3181;27589;2007-05-03;1
3182;24458;2007-06-20;0
3188;24323;2007-04-05;1
3191;23594;2007-05-02;1
3192;27674;2007-06-23;0
3194;21342;2007-04-04;1
3195;20523;2007-05-09;1
3197;28129;2007-06-10;0
3198;25151;2007-06-27;0
3199;23756;2007-04-05;1
3200;25135;2007-04-28;1
3202;18897;2007-06-24;0
3203;28030;2007-06-01;0
3206;23751;2007-04-21;1
3212;27753;2007-05-16;1
3213;23373;2007-04-26;1
3215;21576;2007-05-21;0
3218;24840;2007-05-04;1
3219;26608;2007-04-24;1
3222;19679;2007-05-11;1
3224;19063;2007-07-05;0
3225;24858;2007-05-13;1
3228;21971;2007-05-10;1
3230;23171;2007-06-23;0
3231;24184;2007-07-08;0
3232;22277;2007-04-12;1
3235;25716;2007-06-10;0
3237;25065;2007-04-21;1
3238;25123;2007-05-27;0
3239;22146;2007-04-27;1
3246;24478;2007-06-25;0
3249;28403;2007-05-23;0
3253;27181;2007-06-05;0
3259;20217;2007-04-06;1
3260;27426;2007-04-21;1
3261;21280;2007-06-23;0
3263;21344;2007-06-12;0
3265;21546;2007-06-03;0
3278;20056;2007-05-10;1
3283;22205;2007-06-27;0
3286;20894;2007-05-31;0
3287;23734;2007-05-16;1
3291;27189;2007-05-27;0
3294;23358;2007-04-07;1
3295;22974;2007-05-19;1
3299;24430;2007-07-01;0
3302;27488;2007-04-19;1
3305;22522;2007-06-24;0
3306;23172;2007-04-21;1
3309;22121;2007-06-01;0
3310;21922;2007-06-12;0
3312;18723;2007-05-22;0
3314;19837;2007-05-20;1
3316;19024;2007-05-29;0
3317;21152;2007-04-07;1
3319;24969;2007-05-31;0
3323;24235;2007-05-23;0
3324;25954;2007-06-01;0
3326;27645;2007-06-03;0
3333;24263;2007-05-19;1
3334;18907;2007-04-22;1
3335;19916;2007-05-18;1
3340;23293;2007-05-02;1
3341;20299;2007-05-01;1
3351;21525;2007-06-17;0
3352;20443;2007-06-08;0
3354;23778;2007-06-28;0
3355;28091;2007-05-12;1
3356;26183;2007-04-08;1
3358;19377;2007-06-29;0
3360;23514;2007-04-23;1
3362;21260;2007-05-01;1
3363;28171;2007-05-03;1
3364;21085;2007-04-13;1
3367;23097;2007-04-05;1
3369;28558;2007-04-03;1
3381;19195;2007-05-02;1
3382;20835;2007-05-29;0
3383;28381;2007-04-05;1
3387;26071;2007-04-02;1
3389;19453;2007-06-19;0
3390;22371;2007-05-11;1
3392;23460;2007-06-24;0
3396;27676;2007-07-09;0
3399;28494;2007-04-24;1
3402;19710;2007-05-02;1
3405;27763;2007-04-08;1
3410;24040;2007-04-30;1
3411;24961;2007-04-20;1
3412;24225;2007-05-03;1
3414;23959;2007-05-31;0
3416;25070;2007-04-03;1
3417;21516;2007-04-27;1
3422;22611;2007-05-16;1
3423;26563;2007-04-23;1
3425;20121;2007-06-25;0
3428;21904;2007-06-09;0
3429;24289;2007-05-28;0
3431;24678;2007-06-14;0
3435;20495;2007-05-11;1
3436;28123;2007-07-09;0
3438;21830;2007-04-21;1
3442;22606;2007-07-04;0
3444;24051;2007-05-22;0
3445;26047;2007-04-23;1
3447;22020;2007-07-09;0
3452;21183;2007-05-31;0
3454;25185;2007-05-09;1
3455;25587;2007-05-19;1
3456;20034;2007-05-28;0
3457;21784;2007-04-11;1
3461;26729;2007-06-22;0
3462;19097;2007-05-09;1
3465;27999;2007-05-26;0
3472;28324;2007-04-08;1
3482;27428;2007-05-21;0
3492;28088;2007-04-18;1
3494;24456;2007-05-10;1
3499;24689;2007-07-05;0
3501;26829;2007-06-16;0
3505;20210;2007-04-27;1
3507;19296;2007-04-29;1
3508;21744;2007-06-26;0
3509;22915;2007-05-28;0
3512;19271;2007-05-09;1
3513;27457;2007-04-03;1
3516;27938;2007-05-03;1
3518;21755;2007-06-01;0
3520;24503;2007-05-12;1
3523;27321;2007-04-30;1
3525;27131;2007-04-03;1
3526;18570;2007-04-30;1
3527;21562;2007-06-25;0
3530;20327;2007-04-17;1
3531;26693;2007-06-05;0
3532;27412;2007-07-08;0
3534;24361;2007-05-20;1
3537;20716;2007-07-02;0
3539;23124;2007-06-02;0
3540;25955;2007-05-03;1
3548;25843;2007-04-13;1
3549;23314;2007-05-02;1
3552;21675;2007-06-24;0
3556;21674;2007-04-30;1
3570;19275;2007-06-14;0
3573;27268;2007-07-09;0
3576;20700;2007-06-13;0
3578;22839;2007-06-01;0
3582;24356;2007-06-13;0
3587;18954;2007-05-09;1
3593;27214;2007-05-23;0
3594;21485;2007-06-05;0
3596;28248;2007-05-22;0
3599;18436;2007-07-05;0
3602;26173;2007-06-02;0
3603;23608;2007-04-17;1
3605;25112;2007-04-09;1
3607;23044;2007-06-24;0
3614;24382;2007-05-29;0
3621;22668;2007-04-22;1
3626;18852;2007-06-08;0
3629;19957;2007-06-01;0
3631;19685;2007-04-26;1
3636;20404;2007-05-23;0
3646;18481;2007-04-23;1
3647;27602;2007-06-02;0
3650;23212;2007-05-10;1
3651;26413;2007-06-18;0
3652;21908;2007-04-11;1
3656;24999;2007-05-19;1
3661;26220;2007-04-28;1
3665;23972;2007-06-22;0
3670;20571;2007-05-02;1
3672;23119;2007-06-07;0
3673;27706;2007-07-06;0
3674;25941;2007-06-26;0
3675;27694;2007-07-04;0
3680;26358;2007-05-25;0
3681;19888;2007-04-08;1
3683;25274;2007-05-23;0
3684;25382;2007-04-23;1
3686;26415;2007-04-17;1
3688;24271;2007-06-02;0
3689;28261;2007-07-06;0
3692;22368;2007-05-25;0
3693;19516;2007-04-26;1
3695;18905;2007-04-09;1
3696;21987;2007-05-17;1
3702;19506;2007-07-05;0
3707;22839;2007-04-15;1
3712;28160;2007-05-30;0
3713;28486;2007-06-17;0
3714;18754;2007-04-27;1
3716;25686;2007-06-03;0
3717;20625;2007-07-08;0
3719;19462;2007-06-09;0
3720;26194;2007-06-07;0
3726;23353;2007-07-09;0
3728;25290;2007-07-03;0
3739;19253;2007-05-07;1
3742;27147;2007-05-10;1
3744;26383;2007-06-23;0
3747;22519;2007-06-16;0
3750;21857;2007-05-16;1
3753;21827;2007-05-27;0
3756;25097;2007-06-05;0
3761;28329;2007-06-08;0
3762;26186;2007-04-21;1
3763;24902;2007-06-26;0
3765;22878;2007-06-15;0
3767;22891;2007-04-20;1
3768;28286;2007-07-08;0
3773;26053;2007-05-03;1
3775;22618;2007-06-05;0
3777;27273;2007-07-04;0
3779;27736;2007-04-06;1
3786;23497;2007-04-10;1
3788;24539;2007-04-28;1
3789;22506;2007-06-08;0
3790;20246;2007-06-16;0
3802;22870;2007-06-17;0
3803;27351;2007-04-15;1
3811;26461;2007-06-11;0
3816;25488;2007-04-26;1
3819;28300;2007-05-29;0
3820;28019;2007-06-07;0
3821;19875;2007-07-02;0
3822;26990;2007-07-02;0
3825;25276;2007-05-09;1
3829;25822;2007-04-10;1
3831;28521;2007-05-16;1
3834;25964;2007-05-25;0
3842;26866;2007-05-09;1
3844;18305;2007-05-25;0
3845;22422;2007-04-06;1
3849;25895;2007-06-25;0
3852;19799;2007-07-09;0
3860;27850;2007-04-19;1
3862;25786;2007-04-15;1
3864;27436;2007-06-04;0
3867;21720;2007-06-02;0
3871;21360;2007-07-04;0
3875;19886;2007-05-26;0
3876;21646;2007-05-26;0
3881;21726;2007-06-13;0
3883;20957;2007-07-07;0
3885;27502;2007-07-07;0
3890;28528;2007-05-23;0
3901;24600;2007-06-22;0
3904;21915;2007-06-07;0
3905;21721;2007-04-28;1
3908;26772;2007-04-29;1
3911;27356;2007-06-28;0
3914;25823;2007-04-16;1
3916;26533;2007-05-09;1
3919;28571;2007-06-06;0
3920;24234;2007-04-26;1
3922;18621;2007-04-26;1
3936;19810;2007-06-02;0
3937;24377;2007-05-22;0
3938;27680;2007-05-01;1
3939;18296;2007-05-31;0
3940;18889;2007-04-29;1
3941;24551;2007-04-15;1
3943;18862;2007-05-22;0
3944;26542;2007-07-01;0
3949;27394;2007-04-22;1
3954;18390;2007-05-30;0
3958;27701;2007-05-04;1
3963;21960;2007-04-13;1
3966;19869;2007-06-29;0
3967;27489;2007-06-19;0
3968;24919;2007-05-06;1
3975;28320;2007-04-13;1
3976;24844;2007-06-01;0
3977;28396;2007-06-13;0
3980;25935;2007-07-03;0
3981;18542;2007-05-20;1
3984;23402;2007-06-04;0
3987;25707;2007-05-22;0
3989;23834;2007-05-05;1
3992;25314;2007-04-19;1
3993;20234;2007-06-22;0
3999;19961;2007-07-06;0
4001;18320;2007-05-18;1
4002;19319;2007-06-27;0
4003;20309;2007-05-23;0
4007;19427;2007-07-01;0
4009;18707;2007-05-19;1
4012;28302;2007-07-04;0
4015;26311;2007-04-08;1
4018;27196;2007-05-18;1
4021;22800;2007-05-09;1
4025;25617;2007-06-18;0
4029;21982;2007-05-03;1
4036;27860;2007-06-02;0
4038;19551;2007-05-15;1
4042;24971;2007-05-12;1
4043;22305;2007-06-24;0
4045;28068;2007-06-11;0
4046;18308;2007-04-12;1
4054;18408;2007-06-15;0
4066;21350;2007-05-03;1
4070;27088;2007-05-16;1
4071;22461;2007-06-30;0
4074;27487;2007-06-17;0
4076;26467;2007-07-06;0
4077;21448;2007-06-02;0
4078;18459;2007-05-12;1
4081;22772;2007-04-11;1
4086;23287;2007-05-22;0
4087;28485;2007-06-26;0
4088;21080;2007-06-30;0
4092;25398;2007-05-06;1
4105;20163;2007-06-25;0
4106;18720;2007-05-03;1
4112;28413;2007-05-17;1
4117;26376;2007-04-06;1
4118;28033;2007-04-23;1
4119;24923;2007-04-28;1
4121;21503;2007-05-16;1
4122;25010;2007-05-09;1
4123;22159;2007-07-01;0
4124;26761;2007-06-02;0
4126;25701;2007-05-26;0
4128;27221;2007-05-14;1
4136;21600;2007-04-07;1
4137;25193;2007-05-26;0
4141;19154;2007-04-19;1
4143;18622;2007-05-29;0
4144;27342;2007-04-26;1
4145;22652;2007-04-08;1
4147;22742;2007-04-09;1
4148;24572;2007-07-05;0
4153;21778;2007-05-09;1
4160;23099;2007-05-02;1
4164;23004;2007-04-24;1
4167;19116;2007-04-27;1
4172;23692;2007-04-13;1
4178;23454;2007-06-06;0
4183;22396;2007-04-23;1
4185;26607;2007-06-23;0
4186;19342;2007-06-30;0
4194;22009;2007-05-11;1
4198;24255;2007-05-06;1
4199;18281;2007-04-19;1
4201;19373;2007-04-06;1
4202;22481;2007-04-19;1
4203;21250;2007-04-13;1
4205;24192;2007-07-06;0
4208;18859;2007-07-02;0
4210;28091;2007-06-07;0
4211;23570;2007-04-23;1
4212;21621;2007-07-08;0
4223;24999;2007-04-12;1
4225;25173;2007-05-10;1
4227;27322;2007-05-05;1
4229;20293;2007-05-12;1
4230;26879;2007-04-13;1
4231;25766;2007-05-25;0
4233;19422;2007-05-30;0
4237;19296;2007-05-29;0
4238;21757;2007-06-01;0
4246;25093;2007-06-15;0
4250;23412;2007-07-06;0
4257;22916;2007-04-16;1
4259;19672;2007-05-29;0
4260;22256;2007-07-06;0
4263;27203;2007-05-23;0
4268;20763;2007-04-11;1
4269;25136;2007-04-07;1
4270;25169;2007-04-18;1
4271;21810;2007-04-24;1
4275;27876;2007-06-25;0
4278;21965;2007-05-25;0
4282;25905;2007-04-22;1
4284;25519;2007-05-15;1
4286;18285;2007-04-07;1
4291;21907;2007-06-13;0
4298;25470;2007-06-27;0
4301;22895;2007-05-08;1
4307;27185;2007-06-19;0
4314;19592;2007-07-05;0
4315;21281;2007-05-21;0
4319;20846;2007-05-10;1
4321;19945;2007-06-23;0
4329;26717;2007-04-17;1
4330;27554;2007-06-14;0
4333;21258;2007-04-11;1
4336;20778;2007-04-04;1
4337;20987;2007-04-15;1
4338;25025;2007-04-13;1
4339;23916;2007-06-10;0
4341;19737;2007-04-28;1
4342;26207;2007-05-06;1
4346;20957;2007-04-14;1
4350;26734;2007-07-04;0
4351;25709;2007-05-30;0
4357;21762;2007-05-11;1
4358;19083;2007-06-01;0
4360;20532;2007-06-26;0
4361;23570;2007-04-21;1
4362;26995;2007-06-09;0
4363;19305;2007-05-27;0
4365;23956;2007-05-15;1
4366;27113;2007-05-31;0
4368;25372;2007-05-06;1
4371;25082;2007-04-29;1
4375;21578;2007-06-20;0
4376;22376;2007-05-20;1
4381;27354;2007-06-20;0
4382;24637;2007-07-03;0
4384;28621;2007-04-23;1
4389;22612;2007-06-14;0
4390;25409;2007-04-30;1
4391;27654;2007-06-03;0
4393;20171;2007-06-18;0
4395;18608;2007-05-18;1
4396;21380;2007-05-29;0
4403;25999;2007-05-09;1
4406;18848;2007-04-21;1
4407;22466;2007-04-02;1
4408;25957;2007-06-16;0
4409;23727;2007-05-28;0
4414;22549;2007-04-05;1
4415;21815;2007-04-08;1
4416;27571;2007-04-27;1
4418;19321;2007-05-05;1
4421;26905;2007-06-27;0
4426;23179;2007-06-15;0
4432;19153;2007-06-27;0
4434;26877;2007-05-26;0
4435;26954;2007-06-09;0
4437;27276;2007-05-26;0
4438;25771;2007-05-09;1
4439;26970;2007-05-26;0
4447;18576;2007-06-01;0
4448;26260;2007-06-14;0
4450;19675;2007-04-23;1
4454;18865;2007-05-05;1
4462;19445;2007-05-18;1
4464;23529;2007-05-06;1
4466;18495;2007-07-06;0
4469;24232;2007-05-05;1
4473;20988;2007-06-19;0
4474;19433;2007-06-28;0
4476;24017;2007-06-29;0
4477;22878;2007-06-03;0
4478;25450;2007-05-28;0
4483;21451;2007-06-16;0
4484;26299;2007-04-05;1
4485;21720;2007-05-04;1
4486;27891;2007-04-26;1
4492;18275;2007-05-28;0
4494;19861;2007-06-03;0
4496;21313;2007-06-08;0
4497;22904;2007-05-17;1
4500;26543;2007-05-20;1
4505;19380;2007-05-21;0
4506;18621;2007-05-30;0
4507;23869;2007-06-05;0
4517;26631;2007-06-11;0
4522;20622;2007-04-08;1
4523;26098;2007-04-12;1
4533;20692;2007-05-24;0
4535;28343;2007-05-20;1
4536;28391;2007-06-30;0
4538;19961;2007-07-07;0
4542;24392;2007-07-01;0
4550;22302;2007-06-09;0
4551;23320;2007-07-06;0
4555;20104;2007-07-07;0
4556;20385;2007-04-09;1
4558;24501;2007-07-04;0
4559;23013;2007-06-16;0
4562;22741;2007-05-20;1
4564;28402;2007-06-15;0
4567;22629;2007-04-02;1
4571;27411;2007-04-25;1
4574;27347;2007-04-30;1
4575;26553;2007-04-18;1
4577;19902;2007-04-28;1
4578;25066;2007-04-25;1
4580;20197;2007-05-30;0
4582;24480;2007-04-26;1
4585;18530;2007-05-19;1
4587;24106;2007-04-07;1
4591;21001;2007-06-16;0
4592;19815;2007-05-23;0
4593;25586;2007-04-22;1
4594;26835;2007-04-19;1
4595;18585;2007-06-25;0
4597;19408;2007-06-26;0
4600;25683;2007-05-05;1
4601;21565;2007-05-13;1
4605;23529;2007-05-16;1
4613;21760;2007-04-19;1
4620;24949;2007-05-19;1
4623;23123;2007-04-11;1
4624;23009;2007-04-24;1
4631;19914;2007-06-13;0
4632;18947;2007-04-24;1
4635;27270;2007-04-19;1
4636;25266;2007-06-06;0
4638;26447;2007-04-30;1
4639;22762;2007-05-06;1
4647;26692;2007-05-05;1
4648;22770;2007-04-06;1
4649;18901;2007-05-15;1
4651;28225;2007-06-30;0
4653;19721;2007-06-16;0
4654;19240;2007-05-15;1
4673;21844;2007-06-29;0
4677;20429;2007-06-03;0
4678;21318;2007-07-08;0
4687;27864;2007-05-17;1
4688;18912;2007-06-26;0
4689;19559;2007-05-09;1
4693;22235;2007-05-09;1
4695;23590;2007-05-26;0
4698;24694;2007-04-08;1
4700;25939;2007-04-04;1
4703;18588;2007-04-06;1
4711;25015;2007-04-05;1
4713;26030;2007-07-05;0
4716;19976;2007-04-23;1
4718;26480;2007-06-24;0
4719;28500;2007-06-29;0
4723;25143;2007-05-08;1
4724;22357;2007-05-19;1
4725;24350;2007-04-29;1
4726;24509;2007-05-05;1
4727;18924;2007-05-24;0
4731;24844;2007-04-23;1
4732;24373;2007-05-27;0
4735;20393;2007-07-06;0
4736;27552;2007-06-18;0
4737;25639;2007-05-14;1
4746;27237;2007-07-02;0
4748;18372;2007-06-10;0
4751;21377;2007-04-23;1
4753;24831;2007-04-19;1
4756;26060;2007-05-25;0
4758;24868;2007-05-28;0
4761;25418;2007-05-17;1
4762;23855;2007-05-16;1
4763;27327;2007-04-29;1
4764;25647;2007-05-20;1
4771;22974;2007-06-18;0
4773;20142;2007-06-03;0
4774;27158;2007-06-12;0
4775;24064;2007-04-16;1
4776;23450;2007-05-13;1
4777;25096;2007-04-26;1
4778;19466;2007-05-02;1
4780;25751;2007-05-06;1
4787;28179;2007-05-09;1
4788;27023;2007-05-31;0
4790;22971;2007-05-14;1
4793;24742;2007-06-28;0
4801;19261;2007-05-28;0
4802;27703;2007-05-25;0
4804;21599;2007-06-10;0
4808;26310;2007-05-16;1
4810;20179;2007-05-19;1
4812;23294;2007-07-02;0
4816;24865;2007-06-03;0
4820;28312;2007-05-27;0
4825;22684;2007-04-03;1
4826;22203;2007-07-02;0
4828;19080;2007-04-11;1
4829;22597;2007-04-02;1
4834;23466;2007-04-02;1
4836;18580;2007-06-30;0
4837;22926;2007-06-22;0
4838;21615;2007-05-02;1
4845;22006;2007-04-15;1
4846;18774;2007-06-03;0
4852;28182;2007-05-01;1
4857;23148;2007-06-27;0
4859;27553;2007-06-08;0
4862;24897;2007-07-04;0
4866;22210;2007-04-05;1
4867;20469;2007-05-28;0
4868;21768;2007-05-27;0
4870;26325;2007-05-04;1
4875;25652;2007-04-06;1
4876;27870;2007-04-18;1
4877;26410;2007-07-03;0
4878;21493;2007-05-17;1
4879;24406;2007-04-16;1
4890;25456;2007-07-05;0
4891;24070;2007-04-04;1
4893;22699;2007-06-02;0
4895;25608;2007-05-03;1
4897;26793;2007-05-19;1
4899;26163;2007-06-11;0
4900;28434;2007-04-11;1
4901;26943;2007-04-07;1
4902;19682;2007-06-14;0
4908;24148;2007-06-22;0
4909;19952;2007-05-06;1
4913;21358;2007-05-29;0
4914;23644;2007-05-01;1
4917;19248;2007-04-17;1
4919;19514;2007-06-21;0
4921;21327;2007-07-06;0
4926;24777;2007-06-10;0
4927;22239;2007-05-22;0
4930;19252;2007-05-18;1
4933;23968;2007-06-14;0
4934;24610;2007-04-06;1
4936;18346;2007-06-27;0
4937;27995;2007-06-15;0
4938;18543;2007-06-20;0
4940;25844;2007-05-11;1
4941;24668;2007-07-03;0
4943;23183;2007-06-01;0
4944;26654;2007-05-08;1
4946;22416;2007-06-01;0
4948;27693;2007-05-04;1
4950;23428;2007-04-14;1
4953;18774;2007-05-16;1
4954;18446;2007-06-28;0
4956;20972;2007-05-16;1
4958;18868;2007-04-21;1
4961;20483;2007-06-23;0
4966;23775;2007-04-23;1
4968;25386;2007-05-24;0
4974;22307;2007-05-13;1
4979;26542;2007-07-03;0
4982;23183;2007-04-20;1
4983;26566;2007-06-01;0
4984;19237;2007-07-01;0
4986;21010;2007-06-11;0
4987;26624;2007-04-23;1
4994;26251;2007-04-11;1
4996;18919;2007-06-15;0
4997;23890;2007-05-18;1
4998;22483;2007-06-14;0
5000;18420;2007-06-25;0
5004;18777;2007-06-22;0
5005;20606;2007-06-09;0
5007;27123;2007-04-12;1
5008;25104;2007-04-05;1
5010;19791;2007-05-13;1
5012;25050;2007-04-22;1
5013;20963;2007-04-27;1
5015;27195;2007-05-09;1
5016;25938;2007-06-05;0
5018;19522;2007-06-27;0
5019;25876;2007-06-21;0
5020;19659;2007-05-06;1
5021;25788;2007-04-02;1
5026;22332;2007-06-28;0
5027;24288;2007-04-25;1
5030;21405;2007-04-15;1
5031;20702;2007-04-26;1
5033;26642;2007-06-18;0
5035;21022;2007-06-16;0
5036;24004;2007-04-20;1
5039;27268;2007-04-23;1
5041;22524;2007-06-01;0
5043;27399;2007-06-26;0
5044;26349;2007-05-20;1
5049;27694;2007-06-11;0
5053;25245;2007-07-02;0
5054;23601;2007-07-05;0
5055;21269;2007-06-24;0
5060;26912;2007-06-20;0
5061;19436;2007-06-22;0
5065;27727;2007-04-19;1
5066;20602;2007-04-23;1
5067;27045;2007-05-13;1
5073;20891;2007-06-05;0
5075;25772;2007-06-14;0
5076;24268;2007-06-22;0
5080;23048;2007-04-20;1
5082;24245;2007-04-11;1
5087;20973;2007-05-03;1
5093;24955;2007-05-23;0
5095;26216;2007-04-20;1
5097;22001;2007-07-09;0
5099;27259;2007-05-02;1
5104;24503;2007-05-23;0
5105;24290;2007-04-11;1
5109;26466;2007-04-23;1
5110;25639;2007-04-03;1
5112;26914;2007-04-26;1
5115;21382;2007-04-23;1
5116;23829;2007-06-12;0
5118;27909;2007-04-27;1
5121;28266;2007-06-29;0
5122;24003;2007-05-30;0
5123;25987;2007-07-04;0
5128;20534;2007-04-25;1
5140;27876;2007-05-25;0
5144;18491;2007-04-23;1
5145;21116;2007-05-19;1
5152;22729;2007-06-14;0
5156;19122;2007-05-07;1
5160;20528;2007-06-21;0
5162;20217;2007-06-11;0
5165;23372;2007-04-20;1
5166;24619;2007-04-22;1
5170;19814;2007-06-13;0
5176;23676;2007-06-09;0
5177;18790;2007-07-07;0
5180;27631;2007-06-23;0
5181;27589;2007-05-03;1
5182;24458;2007-06-20;0
5188;24323;2007-04-05;1
5191;23594;2007-05-02;1
5192;27674;2007-06-23;0
5194;21342;2007-04-04;1
5195;20523;2007-05-09;1
5197;28129;2007-06-10;0
5198;25151;2007-06-27;0
5199;23756;2007-04-05;1
5200;25135;2007-04-28;1
5202;18897;2007-06-24;0
5203;28030;2007-06-01;0
5206;23751;2007-04-21;1
5212;27753;2007-05-16;1
5213;23373;2007-04-26;1
5215;21576;2007-05-21;0
5218;24840;2007-05-04;1
5219;26608;2007-04-24;1
5222;19679;2007-05-11;1
5224;19063;2007-07-05;0
5225;24858;2007-05-13;1
5228;21971;2007-05-10;1
5230;23171;2007-06-23;0
5231;24184;2007-07-08;0
5232;22277;2007-04-12;1
5235;25716;2007-06-10;0
5237;25065;2007-04-21;1
5238;25123;2007-05-27;0
5239;22146;2007-04-27;1
5246;24478;2007-06-25;0
5249;28403;2007-05-23;0
5253;27181;2007-06-05;0
5259;20217;2007-04-06;1
5260;27426;2007-04-21;1
5261;21280;2007-06-23;0
5263;21344;2007-06-12;0
5265;21546;2007-06-03;0
5278;20056;2007-05-10;1
5283;22205;2007-06-27;0
5286;20894;2007-05-31;0
5287;23734;2007-05-16;1
5291;27189;2007-05-27;0
5294;23358;2007-04-07;1
5295;22974;2007-05-19;1
5299;24430;2007-07-01;0
5302;27488;2007-04-19;1
5305;22522;2007-06-24;0
5306;23172;2007-04-21;1
5309;22121;2007-06-01;0
5310;21922;2007-06-12;0
5312;18723;2007-05-22;0
5314;19837;2007-05-20;1
5316;19024;2007-05-29;0
5317;21152;2007-04-07;1
5319;24969;2007-05-31;0
5323;24235;2007-05-23;0
5324;25954;2007-06-01;0
5326;27645;2007-06-03;0
5333;24263;2007-05-19;1
5334;18907;2007-04-22;1
5335;19916;2007-05-18;1
5340;23293;2007-05-02;1
5341;20299;2007-05-01;1
5351;21525;2007-06-17;0
5352;20443;2007-06-08;0
5354;23778;2007-06-28;0
5355;28091;2007-05-12;1
5356;26183;2007-04-08;1
5358;19377;2007-06-29;0
5360;23514;2007-04-23;1
5362;21260;2007-05-01;1
5363;28171;2007-05-03;1
5364;21085;2007-04-13;1
5367;23097;2007-04-05;1
5369;28558;2007-04-03;1
5381;19195;2007-05-02;1
5382;20835;2007-05-29;0
5383;28381;2007-04-05;1
5387;26071;2007-04-02;1
5389;19453;2007-06-19;0
5390;22371;2007-05-11;1
5392;23460;2007-06-24;0
5396;27676;2007-07-09;0
5399;28494;2007-04-24;1
5402;19710;2007-05-02;1
5405;27763;2007-04-08;1
5410;24040;2007-04-30;1
5411;24961;2007-04-20;1
5412;24225;2007-05-03;1
5414;23959;2007-05-31;0
5416;25070;2007-04-03;1
5417;21516;2007-04-27;1
5422;22611;2007-05-16;1
5423;26563;2007-04-23;1
5425;20121;2007-06-25;0
5428;21904;2007-06-09;0
5429;24289;2007-05-28;0
