idbestellpositionen;bestellungen_idbestellungen;artikel_idartikel;anzahl
5050;1308;1;1
5054;1235;1;3
5058;1454;1;2
5061;2775;7;1
5063;2776;4;1
5066;2778;4;2
5069;2780;4;3
5070;2780;7;3
5072;1174;1;2
5075;994;1;3
5079;481;1;3
5083;2788;4;2
5084;2036;1;1
5085;464;1;2
5086;2790;4;1
5087;2790;7;3
5101;1029;1;3
5105;1751;1;3
5107;2802;4;2
5110;2804;5;2
5111;832;1;3
5115;877;1;3
5117;2808;5;3
5120;2810;4;1
5121;2810;7;3
5124;2812;4;2
5126;1786;1;3
5128;1869;1;2
5132;1095;1;2
5137;2820;5;1
5138;2820;7;1
5142;1759;1;3
5143;1650;1;2
5146;2825;7;3
5147;394;1;2
5151;2828;5;2
5152;1718;1;2
5159;778;1;1
5165;2836;5;2
5166;1694;1;1
5168;2838;4;3
5170;2196;1;2
5180;2845;7;1
5182;2846;5;3
5191;769;1;1
5192;2852;5;1
5194;363;1;2
5196;548;1;1
5198;1353;1;2
5203;1121;1;3
5208;946;1;3
5210;1385;1;3
5216;2866;5;2
5219;2868;4;1
5220;1787;1;1
5221;1820;1;3
5222;2870;5;2
5223;2870;7;3
5224;1529;1;2
5228;1247;1;3
5230;835;1;3
5231;2875;7;2
5233;2876;5;1
5236;2878;4;3
5238;799;1;2
5242;1247;1;2
5247;1985;1;1
5256;2890;5;2
5257;2890;7;2
5258;1777;1;1
5261;1920;1;3
5265;2895;7;2
5266;1682;1;3
5273;2900;5;2
5274;2900;7;3
5275;495;1;1
5277;2902;4;2
5279;296;1;1
5283;573;1;3
5285;637;1;2
5288;1511;1;3
5296;2121;1;2
5309;772;1;3
5312;1499;1;1
5315;1784;1;3
5322;1771;1;1
5325;2930;7;1
5332;917;1;1
5334;1537;1;2
5335;2936;4;3
5336;432;1;1
5337;255;1;3
5338;2938;4;3
5342;2940;7;1
5346;1210;1;3
5348;2944;4;2
5352;2946;4;3
5354;531;1;3
5355;2948;5;1
5356;2104;1;3
5357;1717;1;3
5358;2950;4;3
5359;2950;7;1
5361;1381;1;1
5365;2954;5;3
5369;2956;4;3
5370;1648;1;2
5372;2958;5;2
5386;2966;5;3
5387;1039;1;2
5388;2158;1;3
5398;948;1;3
5400;1601;1;1
5404;2074;1;1
5408;1236;1;3
5411;834;1;3
5413;2982;5;3
5414;2013;1;3
5417;1745;1;2
5420;2986;4;2
5422;534;1;2
5424;595;1;1
5437;2996;4;2
5444;3000;7;3
5445;464;1;1
5446;1289;1;3
5450;3004;4;3
5451;1687;1;1
5452;3005;7;1
5460;3010;5;2
5461;3010;7;3
5464;3012;5;2
5466;2084;1;1
5469;3015;7;2
5470;1691;1;3
5471;3016;4;3
5474;3018;4;2
5476;1765;1;1
5477;3020;5;1
5478;3020;7;3
5482;1114;1;1
5483;964;1;2
5485;778;1;2
5487;221;1;2
5489;1814;1;1
5495;3030;7;3
5497;823;1;3
5499;1827;1;3
5500;756;1;1
5503;3035;7;1
5506;826;1;1
5509;572;1;2
5517;954;1;3
5523;1154;1;1
5524;1463;1;3
5527;1229;1;1
5530;1580;1;2
5533;835;1;3
5535;3054;5;2
5537;3055;7;3
5543;1276;1;1
5545;3060;4;2
5546;3060;7;1
5550;317;1;1
5551;1204;1;1
5554;3065;7;3
5556;3066;4;2
5557;476;1;1
5560;1693;1;2
5564;591;1;2
5571;3075;7;3
5573;3076;4;3
5577;273;1;3
5578;578;1;2
5580;3080;7;3
5581;735;1;1
5583;3082;5;2
5592;273;1;2
5594;1942;1;3
5599;1360;1;2
5605;3095;7;3
5612;2005;1;1
5615;565;1;1
5619;366;1;3
5621;761;1;3
5622;3105;7;3
5623;1019;1;2
5626;2116;1;2
5628;585;1;2
5629;1119;1;3
5631;3110;7;2
5634;3112;5;3
5635;1711;1;1
5636;1745;1;3
5639;3115;7;1
5640;1010;1;1
5641;3116;4;3
5644;3118;5;2
5645;1973;1;1
5646;1190;1;1
5649;956;1;2
5659;505;1;1
5661;3128;5;3
5672;413;1;1
5676;1284;1;3
5679;1829;1;2
5681;3140;5;1
5682;3140;7;3
5689;521;1;2
5690;3145;7;2
5693;676;1;3
5694;1847;1;1
5696;1909;1;3
5700;340;1;2
5701;1528;1;3
5706;762;1;1
5709;3156;5;1
5711;645;1;1
5715;3160;4;3
5716;3160;7;2
5724;3165;7;1
5725;593;1;2
5726;3166;5;1
5731;2044;1;1
5733;3170;7;1
5734;1726;1;3
5744;981;1;3
5748;231;1;3
5749;3180;4;1
5750;3180;7;1
5751;1421;1;1
5753;3182;5;3
5754;1429;1;3
5759;1985;1;2
5763;3188;4;3
5768;942;1;1
5769;1673;1;1
5775;3195;7;3
5779;774;1;3
5783;3200;4;1
5784;3200;7;2
5786;349;1;1
5787;3202;5;3
5788;1629;1;2
5791;1178;1;2
5794;3206;5;2
5795;1612;1;1
5802;1965;1;3
5804;3212;4;2
5809;3215;7;3
5810;1150;1;3
5813;786;1;2
5816;735;1;3
5819;1690;1;2
5821;3222;5;1
5823;1016;1;1
5824;3224;4;1
5825;549;1;3
5826;3225;7;2
5827;2115;1;3
5832;2052;1;2
5833;2170;1;2
5834;3230;4;2
5835;3230;7;2
5837;893;1;1
5838;3232;5;1
5840;1775;1;3
5843;3235;7;2
5847;868;1;1
5848;3238;4;3
5854;1507;1;2
5856;2076;1;3
5863;1766;1;1
5867;598;1;1
5876;1524;1;3
5881;1650;1;3
5883;1193;1;1
5884;1289;1;3
5886;3260;7;1
5887;2027;1;2
5888;2027;1;1
5890;2086;1;2
5894;3265;7;3
5904;754;1;3
5912;2036;1;2
5917;1470;1;1
5918;1356;1;3
5921;481;1;2
5925;917;1;2
5929;1862;1;1
5930;3286;5;2
5934;877;1;1
5935;1819;1;1
5938;562;1;3
5939;1654;1;1
5942;818;1;1
5945;3295;7;1
5949;593;1;3
5952;1985;1;3
5957;3302;5;3
5958;1763;1;1
5962;3305;7;2
5963;2086;1;3
5966;1201;1;3
5970;3310;4;1
5971;3310;7;3
5972;1442;1;3
5974;3312;4;1
5975;2117;1;3
5976;1818;1;2
5977;3314;4;3
5980;498;1;3
5981;3316;5;3
5983;652;1;1
5985;911;1;1
5989;492;1;2
5992;843;1;1
5994;3324;4;2
5995;1143;1;2
5997;1918;1;3
5999;1361;1;1
6002;1332;1;1
6007;464;1;3
6010;773;1;3
6011;3334;4;2
6013;3335;7;2
6017;557;1;2
6021;3340;4;3
6022;3340;7;3
6026;799;1;2
6029;1426;1;2
6033;944;1;2
6034;1920;1;3
6037;1961;1;3
6040;875;1;3
6042;3352;4;2
6045;3354;5;2
6047;3355;7;3
6051;1840;1;2
6053;448;1;2
6056;3360;7;3
6057;317;1;1
6059;3362;5;3
6060;366;1;2
6062;3364;5;1
6065;1809;1;2
6068;1019;1;3
6070;471;1;2
6074;261;1;2
6080;2151;1;2
6082;1529;1;3
6084;1450;1;1
6088;636;1;1
6094;284;1;1
6095;931;1;3
6099;1292;1;3
6102;1107;1;3
6107;3390;7;2
6110;3392;5;2
6114;483;1;2
6117;3396;5;1
6118;1095;1;1
6119;474;1;2
6121;868;1;2
6127;3402;5;3
6129;448;1;2
6132;3405;7;3
6138;358;1;3
6141;3410;7;2
6143;467;1;2
6146;258;1;3
6147;3414;5;3
6150;788;1;1
6151;3416;4;3
6153;2176;1;1
6155;1138;1;1
6156;1222;1;2
6162;407;1;3
6166;3425;7;2
6179;1322;1;1
6180;554;1;3
6183;3435;7;1
6184;1074;1;1
6185;3436;4;2
6190;1842;1;2
6194;1388;1;1
6195;3442;5;1
6198;3444;4;2
6200;3445;7;1
6201;369;1;2
6203;1186;1;3
6204;775;1;3
6211;387;1;2
6212;3452;5;1
6213;826;1;1
6216;1322;1;1
6217;3455;7;3
6218;1053;1;3
6219;3456;4;2
6229;3462;5;1
6233;1912;1;1
6234;3465;7;2
6235;1847;1;2
6244;1276;1;1
6246;3472;4;2
6247;1523;1;1
6250;1160;1;1
6252;1230;1;1
6254;1934;1;1
6257;2075;1;3
6261;1850;1;3
6263;3482;4;2
6267;255;1;2
6271;1786;1;1
6274;576;1;2
6275;1865;1;3
6283;3494;5;1
6288;1818;1;3
6289;1102;1;3
6291;823;1;1
6302;3505;7;1
6307;3508;4;2
6315;823;1;1
6318;1443;1;3
6321;3516;5;2
6323;276;1;2
6324;3518;4;1
6327;3520;4;2
6328;3520;7;3
6333;482;1;1
6335;1016;1;3
6336;3525;7;3
6338;3526;5;1
6340;1672;1;2
6343;2075;1;1
6344;3530;5;3
6345;3530;7;1
6348;3532;5;1
6349;1216;1;1
6351;3534;4;3
6359;1059;1;3
6362;3540;7;1
6366;701;1;2
6367;759;1;1
6369;1710;1;3
6373;266;1;2
6375;3548;5;1
6377;1679;1;1
6382;3552;4;3
6390;1523;1;2
6394;1226;1;3
6398;1358;1;2
6410;437;1;3
6412;3570;4;3
6413;3570;7;2
6415;1786;1;2
6420;1979;1;1
6425;1228;1;1
6433;3582;5;3
6435;533;1;1
6437;723;1;2
6441;331;1;1
6442;1085;1;2
6448;460;1;2
6451;557;1;2
6453;3594;4;1
6454;585;1;2
6456;337;1;1
6457;3596;4;2
6458;1211;1;3
6465;1361;1;3
6467;3602;4;2
6471;629;1;2
6472;3605;7;1
6473;1410;1;2
6475;430;1;3
6476;433;1;1
6478;1397;1;3
6486;2151;1;1
6487;3614;4;1
6490;1939;1;1
6500;1603;1;2
6502;1381;1;3
6508;3626;4;2
6509;374;1;2
6510;1920;1;3
6516;585;1;1
6517;1761;1;3
6522;823;1;3
6527;634;1;1
6534;448;1;3
6536;416;1;1
6537;1010;1;1
6539;897;1;1
6543;437;1;1
6548;3650;5;3
6549;3650;7;2
6550;1397;1;1
6552;3652;4;3
6553;1710;1;1
6556;1304;1;2
6558;276;1;2
6559;3656;5;1
6561;919;1;2
6568;877;1;3
6570;490;1;3
6571;1322;1;2
6574;3665;7;3
6577;1737;1;1
6582;3670;5;3
6583;3670;7;3
6585;698;1;2
6587;1554;1;3
6590;2034;1;3
6591;3675;7;3
6592;826;1;2
6595;934;1;1
6599;3680;5;1
6600;3680;7;2
6604;1850;1;3
6605;1860;1;2
6610;3686;4;1
6612;569;1;2
6613;3688;4;2
6621;1873;1;3
6622;827;1;1
6625;3695;7;3
6626;996;1;3
6627;3696;5;2
6631;317;1;2
6637;3702;5;3
6639;340;1;2
6641;492;1;2
6643;756;1;2
6645;850;1;2
6652;1114;1;3
6656;585;1;2
6657;3714;5;1
6658;349;1;1
6663;1873;1;2
6667;3720;5;3
6668;3720;7;3
6670;1820;1;1
6672;2134;1;2
6677;1879;1;3
6678;3726;4;2
6680;2192;1;1
6682;573;1;3
6686;419;1;2
6692;576;1;3
6706;1952;1;3
6708;3744;4;2
6709;1006;1;1
6713;1999;1;3
6714;778;1;1
6717;981;1;3
6718;3750;5;3
6719;3750;7;3
6720;1860;1;3
6723;1158;1;1
6728;1006;1;1
6731;1006;1;1
6733;1597;1;3
6734;931;1;2
6739;3762;4;3
6744;3765;7;2
6749;3768;4;3
6750;227;1;1
6751;1985;1;1
6755;394;1;3
6757;875;1;3
6760;2145;1;1
6761;3775;7;3
6765;419;1;1
6768;1786;1;2
6772;2040;1;1
6774;2192;1;1
6777;1507;1;3
6779;1663;1;3
6780;3786;5;3
6785;992;1;1
6787;3790;7;2
6791;1016;1;1
6799;1659;1;1
6802;433;1;2
6805;1763;1;1
6808;269;1;3
6815;1002;1;1
6816;319;1;2
6819;603;1;3
6823;948;1;3
6825;1421;1;2
6830;675;1;1
6831;3816;5;2
6836;255;1;1
6837;3820;5;1
6838;3820;7;1
6841;3822;5;1
6842;2001;1;1
6846;3825;7;2
6861;3834;5;2
6869;1601;1;2
6870;340;1;3
6875;3842;4;2
6877;1367;1;1
6878;3844;4;3
6880;3845;7;1
6883;2084;1;3
6884;2010;1;2
6890;1865;1;3
6892;3852;5;3
6903;1529;1;3
6906;3860;7;3
6909;3862;5;1
6912;3864;5;2
6913;379;1;2
6920;1321;1;2
6931;3875;7;2
6933;3876;5;3
6934;2139;1;2
6935;1142;1;3
6945;1198;1;2
6948;3885;7;3
6951;1480;1;2
6955;593;1;1
6956;3890;4;2
6957;3890;7;2
6961;1332;1;2
6971;917;1;2
6972;1938;1;3
6975;864;1;1
6979;1380;1;1
6982;3905;7;3
6983;889;1;1
6985;898;1;2
6987;3908;4;3
6993;622;1;2
6995;2090;1;2
6997;3914;4;2
6998;1663;1;3
7001;3916;5;3
7003;773;1;3
7005;1754;1;1
7006;476;1;1
7007;3920;4;2
7008;3920;7;3
7009;876;1;1
7011;3922;4;1
7015;229;1;2
7019;776;1;2
7022;621;1;3
7027;1121;1;3
7030;1523;1;2
7032;2120;1;3
7035;3936;4;1
7038;3938;5;3
7041;3940;4;2
7042;3940;7;2
7043;1985;1;3
7048;3944;5;3
7054;1338;1;3
7057;730;1;3
7061;1195;1;1
7064;2085;1;1
7065;3954;5;1
7068;1470;1;2
7070;1196;1;1
7072;3958;4;1
7073;942;1;1
7081;1510;1;3
7083;1450;1;1
7086;3966;5;2
7088;1312;1;2
7089;3968;5;2
7094;1217;1;3
7097;1228;1;3
7098;1367;1;2
7100;1073;1;3
7101;3975;7;3
7103;3976;4;1
7107;503;1;3
7110;3980;7;1
7116;3984;4;2
7117;520;1;2
7119;406;1;1
7130;3992;5;3
7131;1523;1;3
7142;1259;1;1
7146;2034;1;1
7147;4002;4;1
7153;992;1;1
7158;1786;1;2
7162;1568;1;2
7163;1233;1;3
7166;1619;1;2
7169;4015;7;1
7172;553;1;2
7173;2075;1;2
7176;1074;1;2
7180;2019;1;1
7182;258;1;2
7183;460;1;1
7186;4025;7;3
7192;774;1;1
7193;733;1;2
7199;1110;1;2
7205;4036;5;2
7206;1546;1;1
7208;4038;5;2
7213;1914;1;1
7214;1216;1;3
7217;1093;1;3
7219;1761;1;2
7220;4045;7;2
7222;4046;4;2
7227;531;1;2
7230;1233;1;3
7238;1624;1;2
7243;981;1;2
7247;1499;1;3
7256;4066;5;2
7260;1568;1;2
7261;1523;1;1
7262;4070;5;2
7263;4070;7;2
7269;4074;4;2
7272;941;1;3
7273;4076;5;3
7276;4078;4;3
7284;1410;1;2
7285;1332;1;3
7287;1095;1;2
7289;388;1;3
7290;4086;4;1
7292;348;1;3
7294;966;1;2
7299;549;1;3
7300;4092;4;2
7301;1322;1;3
7309;416;1;3
7312;1058;1;3
7315;360;1;3
7322;4105;7;1
7324;4106;5;2
7325;1143;1;3
7334;4112;5;1
7338;2165;1;1
7340;358;1;2
7345;1251;1;3
7346;1052;1;3
7349;1006;1;2
7350;898;1;3
7351;4122;5;1
7352;1353;1;1
7353;374;1;1
7355;349;1;3
7357;814;1;1
7358;4126;5;3
7361;4128;5;3
7363;810;1;3
7369;1865;1;3
7374;1312;1;1
7377;244;1;1
7383;2139;1;2
7388;4144;4;1
7390;4145;7;3
7395;4148;5;1
7401;676;1;1
7403;730;1;2
7404;723;1;2
7406;1292;1;3
7410;899;1;1
7411;2196;1;1
7414;1190;1;1
7415;4160;5;3
7416;4160;7;3
7418;995;1;3
7421;2041;1;1
7422;4164;4;2
7430;504;1;1
7431;2104;1;2
7434;2064;1;2
7436;4172;4;3
7437;1463;1;1
7440;917;1;2
7442;778;1;2
7445;1777;1;2
7446;4178;5;2
7447;646;1;1
7454;1409;1;1
7458;4185;7;3
7460;4186;4;1
7462;786;1;2
7464;972;1;2
7465;1745;1;3
7471;928;1;2
7473;4194;5;3
7479;935;1;2
7487;4202;4;2
7488;548;1;2
7489;714;1;2
7491;734;1;3
7492;4205;7;1
7495;337;1;1
7497;4208;4;3
7499;1126;1;2
7501;4210;7;2
7503;696;1;1
7504;4212;5;2
7512;1095;1;1
7515;760;1;2
7523;312;1;3
7525;1459;1;1
7526;4225;7;1
7527;1605;1;2
7529;1694;1;3
7534;4230;5;3
7535;4230;7;3
7536;1550;1;2
7539;2146;1;1
7540;1387;1;1
7542;1310;1;2
7546;1999;1;2
7557;827;1;3
7562;4246;4;2
7568;4250;5;1
7569;4250;7;2
7573;1358;1;2
7586;4260;7;1
7590;1459;1;2
7591;1210;1;3
7599;4268;4;2
7600;1433;1;1
7601;273;1;1
7602;4270;5;1
7603;4270;7;1
7608;1213;1;2
7611;4275;7;1
7615;1059;1;2
7616;4278;4;1
7622;1116;1;3
7625;1304;1;3
7626;4284;4;2
7630;4286;5;2
7632;1211;1;2
7634;754;1;1
7635;1672;1;2
7650;4298;4;1
7651;476;1;3
7659;1409;1;2
7666;446;1;2
7672;754;1;2
7675;203;1;1
7677;4314;5;2
7679;4315;7;1
7685;1568;1;1
7699;1150;1;2
7700;363;1;1
7705;4330;7;1
7707;1440;1;3
7709;2119;1;1
7710;1687;1;2
7714;1196;1;1
7718;4338;4;2
7720;1909;1;3
7725;4342;4;2
7727;1761;1;2
7729;1648;1;1
7732;4346;4;2
7733;724;1;2
7736;774;1;3
7737;227;1;3
7738;4350;4;1
7739;4350;7;1
7740;1991;1;3
7743;1412;1;1
7744;1331;1;2
7753;1714;1;3
7754;1800;1;2
7756;4360;7;3
7758;760;1;3
7764;4365;7;1
7766;4366;5;3
7768;1300;1;1
7769;4368;4;2
7774;772;1;3
7775;1832;1;3
7780;693;1;3
7781;4375;7;3
7783;4376;5;3
7784;2079;1;1
7785;481;1;2
7788;1429;1;1
7791;1714;1;1
7793;4382;5;3
7794;268;1;2
7795;1436;1;3
7797;1690;1;2
7801;1190;1;1
7804;778;1;2
7805;1349;1;2
7807;4390;7;3
7809;560;1;2
7815;4395;7;1
7817;4396;4;2
7818;419;1;1
7819;1786;1;1
7834;4406;4;3
7835;391;1;1
7838;2122;1;1
7839;772;1;2
7842;1964;1;2
7845;1385;1;3
7848;1523;1;2
7849;4415;7;2
7852;2043;1;2
7854;4418;5;1
7855;618;1;1
7856;1174;1;2
7863;1506;1;3
7868;4426;5;1
7870;389;1;1
7873;1503;1;3
7878;4432;4;3
7880;2000;1;3
7881;4434;4;3
7882;562;1;1
7883;4435;7;1
7884;1276;1;3
7887;941;1;3
7888;4438;5;3
7893;786;1;2
7894;244;1;2
7897;369;1;3
7899;843;1;3
7901;636;1;2
7905;4448;5;3
7906;1390;1;3
7908;4450;5;3
7909;4450;7;1
7911;1085;1;2
7913;2124;1;3
7915;4454;5;3
7916;266;1;1
7918;1304;1;2
7921;646;1;2
7924;1973;1;3
7929;4462;4;3
7930;1742;1;3
7935;313;1;2
7936;4466;5;2
7937;1409;1;2
7938;1006;1;2
7944;593;1;1
7945;1788;1;1
7950;1409;1;2
7953;4476;4;1
7954;1178;1;1
7958;1820;1;2
7966;4484;4;2
7968;4485;7;2
7970;4486;4;1
7974;1235;1;3
7975;1059;1;2
7980;4492;5;3
7983;4494;4;1
7984;1058;1;1
7988;1860;1;1
7989;1973;1;3
7992;2019;1;2
7994;4500;7;2
7998;1421;1;3
8002;4505;7;2
8004;4506;4;1
8006;1777;1;1
8008;2143;1;2
8013;716;1;1
8016;2000;1;3
8018;1331;1;1
8023;1591;1;3
8025;235;1;3
8029;1332;1;2
8030;1860;1;3
8037;1058;1;1
8039;1385;1;3
8042;1258;1;1
8050;474;1;2
8053;4535;7;3
8054;729;1;1
8055;4536;5;1
8058;4538;5;2
8064;1718;1;2
8065;4542;4;1
8066;1787;1;2
8073;531;1;1
8074;1585;1;1
8076;2079;1;1
8078;4550;4;3
8079;4550;7;2
8083;1510;1;2
8086;1200;1;1
8087;4555;7;1
8088;1210;1;3
8089;4556;4;2
8091;1650;1;3
8092;4558;4;3
8099;4562;5;1
8101;1017;1;3
8102;4564;4;1
8105;1445;1;1
8108;228;1;3
8117;404;1;1
8118;317;1;3
8119;4574;4;3
8121;4575;7;2
8125;236;1;2
8126;4578;5;2
8128;954;1;1
8129;4580;4;3
8130;4580;7;2
8132;1387;1;1
8135;693;1;3
8138;4585;7;2
8149;1011;1;1
8150;4592;5;2
8153;4594;4;2
8154;1331;1;3
8155;4595;7;3
8164;4600;7;3
8166;1436;1;3
8171;1990;1;1
8172;4605;7;2
8192;1777;1;3
8195;776;1;3
8198;4620;7;1
8205;1300;1;1
8207;1367;1;3
8218;4632;5;3
8220;1521;1;2
8223;4635;7;2
8226;1654;1;1
8228;4638;5;3
8233;1164;1;2
8234;235;1;1
8237;348;1;1
8247;1619;1;3
8250;834;1;2
8254;2162;1;1
8255;4654;4;1
8263;483;1;1
8268;898;1;1
8273;382;1;2
8290;575;1;2
8295;836;1;2
8301;1190;1;1
8313;4688;5;3
8322;416;1;2
8325;4695;7;3
8330;4698;4;2
8331;452;1;1
8332;268;1;1
8333;4700;4;3
8334;4700;7;3
8335;430;1;3
8345;2076;1;1
8349;1679;1;2
8358;1823;1;2
8363;2126;1;1
8364;4718;5;3
8370;724;1;3
8374;4724;4;1
8375;1580;1;1
8376;4725;7;1
8378;4726;5;2
8383;1902;1;3
8388;4732;4;1
8389;806;1;1
8392;814;1;2
8393;4735;7;2
8394;1847;1;3
8404;1332;1;1
8406;618;1;2
8409;1985;1;1
8411;1420;1;1
8412;4746;5;2
8413;1168;1;2
8415;4748;4;2
8416;585;1;2
8417;1138;1;2
8424;484;1;2
8429;4756;4;3
8434;599;1;3
8437;1108;1;2
8439;4762;5;3
8441;2176;1;2
8442;4764;5;2
8443;1600;1;2
8445;2041;1;1
8447;2000;1;3
8451;313;1;3
8454;1874;1;2
8461;4775;7;2
8463;4776;5;2
8464;1909;1;1
8466;4778;4;3
8469;4780;5;3
8470;4780;7;3
8471;1073;1;1
8474;1506;1;1
8475;1862;1;3
8479;1873;1;1
8483;4788;5;3
8486;4790;5;2
8487;4790;7;3
8489;2117;1;1
8491;1324;1;1
8492;1400;1;3
8505;1809;1;3
8507;4802;5;1
8509;578;1;2
8510;4804;4;1
8511;1601;1;3
8513;1711;1;3
8520;4810;5;1
8521;4810;7;1
8522;1019;1;3
8524;4812;4;1
8526;299;1;3
8531;4816;4;1
8537;4820;4;1
8538;4820;7;3
8540;1193;1;1
8545;476;1;1
8546;4825;7;3
8547;595;1;1
8548;4826;4;1
8553;693;1;3
8556;1119;1;2
8557;2000;1;3
8561;4834;5;1
8562;1024;1;1
8567;759;1;2
8568;4838;4;1
8569;1505;1;2
8570;1765;1;3
8580;4845;7;3
8581;1258;1;3
8582;4846;5;3
8583;1358;1;3
8592;4852;4;2
8594;1429;1;3
8598;735;1;3
8600;1550;1;1
8603;1860;1;1
8604;1041;1;1
8608;1211;1;1
8609;4862;5;3
8610;1367;1;2
8616;4866;5;1
8619;4868;5;2
8620;1420;1;3
8622;4870;5;3
8623;4870;7;1
8625;1174;1;2
8627;599;1;1
8628;786;1;1
8631;4875;7;2
8632;1682;1;3
8634;941;1;2
8641;938;1;3
8642;977;1;1
8645;1537;1;1
8649;754;1;3
8654;1317;1;1
8657;4890;7;1
8664;1576;1;1
8665;4895;7;3
8673;4900;5;2
8674;4900;7;1
8677;4902;5;1
8679;868;1;3
8685;691;1;2
8689;1228;1;2
8695;1673;1;3
8697;4914;5;1
8698;540;1;2
8713;2165;1;2
8718;4926;4;1
8724;4930;5;1
8725;4930;7;3
8726;358;1;3
8731;4934;4;2
8735;4936;5;3
8737;1530;1;2
8739;369;1;2
8740;1427;1;1
8742;4940;7;2
8747;932;1;2
8748;4944;5;1
8751;1503;1;3
8759;4950;7;3
8760;733;1;3
8761;1965;1;3
8765;4954;5;1
8769;4956;5;2
8772;4958;5;3
8774;221;1;3
8778;1204;1;3
8787;808;1;1
8789;4968;5;3
8790;267;1;2
8794;364;1;3
8800;1154;1;1
8805;591;1;2
8808;942;1;2
8815;391;1;1
8816;4984;5;3
8817;1530;1;3
8820;4986;4;1
8821;925;1;2
8822;1400;1;1
8828;1990;1;3
8831;891;1;2
8833;4994;4;3
8841;407;1;2
8842;1964;1;2
8843;5000;5;3
8844;5000;7;2
8846;1712;1;3
8848;1201;1;1
8852;5005;7;1
8853;785;1;3
8855;786;1;1
8856;2076;1;3
8857;5008;4;1
8861;5010;7;1
8864;5012;4;3
8865;1516;1;2
8869;5015;7;2
8871;5016;5;2
8873;651;1;3
8874;5018;4;2
8878;5020;7;2
8883;1535;1;2
8885;936;1;3
8887;1453;1;1
8888;5026;5;1
8890;832;1;1
8892;2040;1;1
8894;5030;5;3
8895;5030;7;1
8896;1530;1;3
8900;474;1;3
8903;5035;7;1
8905;5036;4;1
8914;484;1;1
8918;5044;4;3
8924;1196;1;2
8927;2126;1;2
8935;5054;5;1
8937;5055;7;2
8946;5060;7;3
8947;649;1;3
8951;484;1;1
8953;1687;1;1
8954;5065;7;3
8956;5066;4;3
8957;1093;1;1
8958;899;1;2
8960;1777;1;3
8964;1612;1;2
8965;1682;1;2
8967;1547;1;1
8968;1644;1;1
8971;5075;7;1
8974;1801;1;2
8979;5080;5;1
8980;5080;7;1
8981;1163;1;2
8982;1624;1;3
8983;5082;5;3
8989;1390;1;3
8991;495;1;3
8992;618;1;3
8999;1936;1;2
9001;413;1;2
9002;1973;1;3
9005;5095;7;2
9011;834;1;3
9015;2040;1;2
9019;998;1;2
9020;5104;5;3
9021;788;1;1
9022;5105;7;1
9025;1684;1;3
9030;5110;5;3
9031;5110;7;2
9032;749;1;3
9033;1126;1;3
9034;5112;5;2
9035;857;1;1
9038;452;1;2
9039;5115;7;1
9043;1361;1;2
9044;5118;4;1
9046;759;1;3
9051;5122;4;3
9060;1276;1;1
9061;5128;4;1
9067;358;1;1
9069;800;1;1
9070;934;1;1
9074;206;1;2
9079;698;1;3
9080;964;1;1
9082;5140;7;2
9083;2196;1;2
9084;2104;1;2
9086;899;1;3
9088;5144;4;1
9090;5145;7;1
9091;709;1;3
9093;1671;1;3
9100;1387;1;1
9102;5152;4;1
9106;2043;1;2
9109;5156;4;2
9113;460;1;1
9114;2034;1;3
9115;5160;5;2
9116;5160;7;2
9117;2044;1;1
9118;771;1;1
9119;5162;5;1
9124;5165;7;2
9126;5166;5;2
9130;1455;1;1
9132;5170;5;2
9133;5170;7;3
9138;515;1;3
9140;1524;1;1
9143;5176;5;3
9145;424;1;1
9149;5180;5;3
9150;5180;7;1
9151;401;1;2
9153;5182;5;3
9154;1150;1;1
9161;1818;1;2
9164;1228;1;1
9168;2079;1;2
9170;5192;4;2
9171;696;1;2
9174;1397;1;2
9175;5195;7;2
9179;2110;1;2
9180;5198;4;2
9184;5200;7;1
9186;1074;1;1
9188;1760;1;2
9189;1429;1;2
9195;972;1;3
9198;481;1;3
9204;5212;4;3
9209;5215;7;2
9210;1397;1;2
9212;280;1;2
9214;5218;4;1
9216;1978;1;3
9220;769;1;2
9222;729;1;3
9223;944;1;3
9226;5225;7;3
9231;5228;4;2
9232;1546;1;3
9233;1711;1;1
9234;5230;5;3
9235;5230;7;2
9236;735;1;2
9237;482;1;3
9238;5232;5;1
9240;358;1;3
9243;5235;7;3
9246;1818;1;3
9253;1600;1;1
9257;1686;1;2
9262;5246;4;2
9263;2120;1;1
9264;2139;1;3
9267;312;1;3
9271;855;1;1
9278;1514;1;2
9283;505;1;3
9285;5260;5;2
9286;5260;7;2
9294;5265;7;2
9305;1365;1;2
9315;1154;1;2
9316;5278;5;3
9321;759;1;1
9322;475;1;1
9330;5286;4;2
9331;1819;1;2
9335;733;1;1
9341;1353;1;3
9342;344;1;1
9343;5294;4;1
9345;5295;7;1
9349;1217;1;3
9352;2115;1;3
9355;206;1;2
9357;5302;5;1
9359;2135;1;2
9361;1053;1;1
9362;5305;7;1
9369;1672;1;2
9370;5310;5;2
9371;5310;7;1
9374;5312;4;3
9375;1381;1;2
9377;5314;4;1
9378;1400;1;2
9381;5316;5;1
9382;733;1;3
9386;1237;1;1
9389;1071;1;1
9390;1686;1;3
9392;2120;1;3
9394;5324;5;2
9398;5326;4;2
9400;934;1;2
9402;1220;1;3
9403;1247;1;3
9411;5334;4;3
